label,City,Zip Code,Latitude,Longitude
Pine Valley — 91962,Pine Valley,91962,32.800671,-116.483363
Pinecrest — 95364,Pinecrest,95364,38.224869,-119.755729
Pinole — 94564,Pinole,94564,37.996462,-122.293716
Pinon Hills — 92372,Pinon Hills,92372,34.459322,-117.629729
Pioneer — 95666,Pioneer,95666,38.546999,-120.271114
Pioneertown — 92268,Pioneertown,92268,34.201108,-116.593456
Piru — 93040,Piru,93040,34.432843,-118.730106
Pismo Beach — 93449,Pismo Beach,93449,35.165668,-120.655842
Pittsburg — 94565,Pittsburg,94565,38.006047,-121.916834
Pixley — 93256,Pixley,93256,35.957019,-119.330928
Placentia — 92870,Placentia,92870,33.881158,-117.854783
Placerville — 95667,Placerville,95667,38.733714,-120.795213
Planada — 95365,Planada,95365,37.329725,-120.306399
Platina — 96076,Platina,96076,40.367964,-122.937379
Playa Del Rey — 90293,Playa Del Rey,90293,33.947305,-118.439841
Pleasant Grove — 95668,Pleasant Grove,95668,38.833554,-121.498102
Pleasant Hill — 94523,Pleasant Hill,94523,37.95338,-122.076886
Pleasanton — 94566,Pleasanton,94566,37.633361,-121.862395
Pleasanton — 94588,Pleasanton,94588,37.685052,-121.912061
Plymouth — 95669,Plymouth,95669,38.489273,-120.891614
Point Arena — 95468,Point Arena,95468,38.911299,-123.609588
Point Reyes Station — 94956,Point Reyes Station,94956,38.060264,-122.830646
Pollock Pines — 95726,Pollock Pines,95726,38.733908,-120.453416
Pomona — 91766,Pomona,91766,34.042286,-117.756106
Pomona — 91767,Pomona,91767,34.083086,-117.737997
Pomona — 91768,Pomona,91768,34.067932,-117.785168
Pope Valley — 94567,Pope Valley,94567,38.672708,-122.403219
Port Costa — 94569,Port Costa,94569,38.035707,-122.196821
Port Hueneme — 93041,Port Hueneme,93041,34.110124,-119.100972
Porter Ranch — 91326,Porter Ranch,91326,34.281911,-118.556218
Porterville — 93257,Porterville,93257,36.008958,-118.891593
Portola — 96122,Portola,96122,39.786755,-120.445626
Portola Valley — 94028,Portola Valley,94028,37.369709,-122.215844
Posey — 93260,Posey,93260,35.861928,-118.636698
Potrero — 91963,Potrero,91963,32.619465,-116.593605
Potter Valley — 95469,Potter Valley,95469,39.408634,-123.045516
Poway — 92064,Poway,92064,32.984395,-117.013454
Prather — 93651,Prather,93651,37.007238,-119.505661
Princeton — 95970,Princeton,95970,39.424957,-122.039307
Quincy — 95971,Quincy,95971,39.971228,-121.041166
Raisin City — 93652,Raisin City,93652,36.594542,-119.905245
Ramona — 92065,Ramona,92065,33.044541,-116.833922
Ranchita — 92066,Ranchita,92066,33.215251,-116.53633
Rancho Cordova — 95670,Rancho Cordova,95670,38.602723,-121.279913
Rancho Cordova — 95742,Rancho Cordova,95742,38.591134,-121.161585
Rancho Cucamonga — 91701,Rancho Cucamonga,91701,34.132275,-117.611478
Rancho Cucamonga — 91730,Rancho Cucamonga,91730,34.10097,-117.57882
Rancho Cucamonga — 91737,Rancho Cucamonga,91737,34.245289,-117.642503
Rancho Cucamonga — 91739,Rancho Cucamonga,91739,34.133809,-117.523724
Rancho Mirage — 92270,Rancho Mirage,92270,33.763678,-116.429928
Rancho Palos Verdes — 90275,Rancho Palos Verdes,90275,33.753146,-118.367459
Rancho Santa Fe — 92067,Rancho Santa Fe,92067,33.012751,-117.200617
Rancho Santa Fe — 92091,Rancho Santa Fe,92091,32.99356,-117.207121
Rancho Santa Margarita — 92688,Rancho Santa Margarita,92688,33.624654,-117.611733
Randsburg — 93554,Randsburg,93554,35.405722,-117.773354
Ravendale — 96123,Ravendale,96123,40.845738,-120.322219
Raymond — 93653,Raymond,93653,37.252057,-119.95783
Red Bluff — 96080,Red Bluff,96080,40.186772,-122.388361
Redcrest — 95569,Redcrest,95569,40.363446,-123.835041
Redding — 96001,Redding,96001,40.587919,-122.464732
Redding — 96002,Redding,96002,40.527834,-122.318749
Redding — 96003,Redding,96003,40.677649,-122.29467
Redlands — 92373,Redlands,92373,34.003243,-117.138286
Redlands — 92374,Redlands,92374,34.064073,-117.166158
Redondo Beach — 90277,Redondo Beach,90277,33.830453,-118.384565
Redondo Beach — 90278,Redondo Beach,90278,33.873395,-118.37019
Redway — 95560,Redway,95560,40.142256,-123.852927
Redwood City — 94061,Redwood City,94061,37.461251,-122.235414
Redwood City — 94062,Redwood City,94062,37.410567,-122.297152
Redwood City — 94063,Redwood City,94063,37.499411,-122.196318
Redwood City — 94065,Redwood City,94065,37.527497,-122.230941
Redwood Valley — 95470,Redwood Valley,95470,39.298065,-123.25211
Reedley — 93654,Reedley,93654,36.636638,-119.421842
Rescue — 95672,Rescue,95672,38.724322,-120.991237
Reseda — 91335,Reseda,91335,34.200175,-118.540958
Rialto — 92376,Rialto,92376,34.109775,-117.378904
Rialto — 92377,Rialto,92377,34.156758,-117.404686
Richgrove — 93261,Richgrove,93261,35.809921,-119.127437
Richmond — 94801,Richmond,94801,37.945288,-122.383941
Richmond — 94804,Richmond,94804,37.921034,-122.341798
Richmond — 94805,Richmond,94805,37.941456,-122.320968
Richvale — 95974,Richvale,95974,39.495768,-121.747472
Ridgecrest — 93555,Ridgecrest,93555,35.603913,-117.67828
Rio Dell — 95562,Rio Dell,95562,40.485849,-124.163234
Rio Linda — 95673,Rio Linda,95673,38.688764,-121.457596
Rio Nido — 95471,Rio Nido,95471,38.522328,-122.97932
Rio Oso — 95674,Rio Oso,95674,38.954144,-121.482536
Rio Vista — 94571,Rio Vista,94571,38.148862,-121.737696
Ripon — 95366,Ripon,95366,37.750778,-121.13238
River Pines — 95675,River Pines,95675,38.545775,-120.743325
Riverbank — 95367,Riverbank,95367,37.734971,-120.954271
Riverdale — 93656,Riverdale,93656,36.452211,-119.94575
Riverside — 92501,Riverside,92501,33.994676,-117.372498
Riverside — 92503,Riverside,92503,33.890046,-117.455583
Riverside — 92504,Riverside,92504,33.9108,-117.398153
Riverside — 92505,Riverside,92505,33.920907,-117.489426
Riverside — 92506,Riverside,92506,33.930931,-117.361788
Riverside — 92507,Riverside,92507,33.976328,-117.319786
Riverside — 92508,Riverside,92508,33.885499,-117.324959
Riverside — 92509,Riverside,92509,34.004379,-117.447864
Rocklin — 95677,Rocklin,95677,38.7904,-121.236973
Rocklin — 95765,Rocklin,95765,38.823278,-121.281856
Rodeo — 94572,Rodeo,94572,38.027218,-122.23463
Rohnert Park — 94928,Rohnert Park,94928,38.34719,-122.697822
Rosamond — 93560,Rosamond,93560,34.903052,-118.411251
Rosemead — 91770,Rosemead,91770,34.065108,-118.082791
Roseville — 95661,Roseville,95661,38.736685,-121.251984
Roseville — 95678,Roseville,95678,38.759751,-121.288545
Roseville — 95747,Roseville,95747,38.784329,-121.373245
Rough And Ready — 95975,Rough And Ready,95975,39.225634,-121.156163
Round Mountain — 96084,Round Mountain,96084,40.923558,-122.059933
Rowland Heights — 91748,Rowland Heights,91748,33.976753,-117.897367
Running Springs — 92382,Running Springs,92382,34.186211,-117.07683
Sacramento — 95814,Sacramento,95814,38.584505,-121.491956
Sacramento — 95815,Sacramento,95815,38.608405,-121.449942
Sacramento — 95816,Sacramento,95816,38.574856,-121.46504
Sacramento — 95817,Sacramento,95817,38.550722,-121.457314
Sacramento — 95818,Sacramento,95818,38.556306,-121.495817
Sacramento — 95819,Sacramento,95819,38.567594,-121.437507
Sacramento — 95820,Sacramento,95820,38.53508,-121.444144
Sacramento — 95821,Sacramento,95821,38.625096,-121.383658
Sacramento — 95822,Sacramento,95822,38.512569,-121.495184
Sacramento — 95823,Sacramento,95823,38.475465,-121.443625
Sacramento — 95824,Sacramento,95824,38.517295,-121.439819
Sacramento — 95825,Sacramento,95825,38.590035,-121.412455
Sacramento — 95826,Sacramento,95826,38.542532,-121.378826
Sacramento — 95827,Sacramento,95827,38.549185,-121.328386
Sacramento — 95828,Sacramento,95828,38.486938,-121.395805
Sacramento — 95829,Sacramento,95829,38.486502,-121.334051
Sacramento — 95830,Sacramento,95830,38.490508,-121.284171
Sacramento — 95831,Sacramento,95831,38.494832,-121.529447
Sacramento — 95832,Sacramento,95832,38.445939,-121.496855
Sacramento — 95833,Sacramento,95833,38.619049,-121.517552
Sacramento — 95834,Sacramento,95834,38.646209,-121.52446
Sacramento — 95835,Sacramento,95835,38.685069,-121.543709
Sacramento — 95837,Sacramento,95837,38.691607,-121.602284
Sacramento — 95838,Sacramento,95838,38.646096,-121.442433
Sacramento — 95841,Sacramento,95841,38.660442,-121.346321
Sacramento — 95842,Sacramento,95842,38.687367,-121.34848
Sacramento — 95864,Sacramento,95864,38.585826,-121.376263
Saint Helena — 94574,Saint Helena,94574,38.581354,-122.296283
Salida — 95368,Salida,95368,37.713152,-121.08739
Salinas — 93901,Salinas,93901,36.64152,-121.622188
Salinas — 93905,Salinas,93905,36.667794,-121.601306
Salinas — 93906,Salinas,93906,36.722898,-121.633648
Salinas — 93907,Salinas,93907,36.77462,-121.664714
Salinas — 93908,Salinas,93908,36.624338,-121.615669
Salton City — 92275,Salton City,92275,33.28156,-115.955541
Salyer — 95563,Salyer,95563,40.89866,-123.539754
Samoa — 95564,Samoa,95564,40.809636,-124.189977
San Andreas — 95249,San Andreas,95249,38.196497,-120.61689
San Anselmo — 94960,San Anselmo,94960,37.99272,-122.575026
San Ardo — 93450,San Ardo,93450,35.996008,-120.85305
San Bernardino — 92401,San Bernardino,92401,34.105935,-117.2914
San Bernardino — 92404,San Bernardino,92404,34.183286,-117.221722
San Bernardino — 92405,San Bernardino,92405,34.142747,-117.300864
San Bernardino — 92407,San Bernardino,92407,34.250069,-117.393949
San Bernardino — 92408,San Bernardino,92408,34.084909,-117.258107
San Bernardino — 92410,San Bernardino,92410,34.106922,-117.297553
San Bernardino — 92411,San Bernardino,92411,34.122501,-117.320138
San Bruno — 94066,San Bruno,94066,37.624436,-122.430661
San Carlos — 94070,San Carlos,94070,37.497915,-122.267361
San Clemente — 92672,San Clemente,92672,33.429488,-117.609432
San Clemente — 92673,San Clemente,92673,33.4725,-117.584273
San Diego — 92101,San Diego,92101,32.72523,-117.171346
San Diego — 92102,San Diego,92102,32.716007,-117.117462
San Diego — 92103,San Diego,92103,32.747484,-117.166877
San Diego — 92104,San Diego,92104,32.741499,-117.127409
San Diego — 92105,San Diego,92105,32.741859,-117.090353
San Diego — 92106,San Diego,92106,32.71346,-117.236378
San Diego — 92107,San Diego,92107,32.741852,-117.243453
San Diego — 92108,San Diego,92108,32.774046,-117.142454
San Diego — 92109,San Diego,92109,32.787836,-117.232376
San Diego — 92110,San Diego,92110,32.76501,-117.19938
San Diego — 92111,San Diego,92111,32.805518,-117.169052
San Diego — 92113,San Diego,92113,32.697098,-117.116587
San Diego — 92114,San Diego,92114,32.707892,-117.05512
San Diego — 92115,San Diego,92115,32.762506,-117.07245
San Diego — 92116,San Diego,92116,32.765299,-117.122565
San Diego — 92117,San Diego,92117,32.825086,-117.199424
San Diego — 92119,San Diego,92119,32.802959,-117.027095
San Diego — 92120,San Diego,92120,32.807867,-117.060993
San Diego — 92121,San Diego,92121,32.898613,-117.202937
San Diego — 92122,San Diego,92122,32.85723,-117.209774
San Diego — 92123,San Diego,92123,32.808814,-117.134694
San Diego — 92124,San Diego,92124,32.827238,-117.089287
San Diego — 92126,San Diego,92126,32.886925,-117.152162
San Diego — 92127,San Diego,92127,33.017518,-117.118456
San Diego — 92128,San Diego,92128,33.000269,-117.072093
San Diego — 92129,San Diego,92129,32.961064,-117.134917
San Diego — 92130,San Diego,92130,32.957195,-117.202542
San Diego — 92131,San Diego,92131,32.89325,-117.087091
San Diego — 92139,San Diego,92139,32.677716,-117.047666
San Diego — 92154,San Diego,92154,32.578103,-117.012975
San Dimas — 91773,San Dimas,91773,34.102119,-117.815532
San Fernando — 91340,San Fernando,91340,34.286131,-118.435969
San Francisco — 94102,San Francisco,94102,37.7795,-122.419233
San Francisco — 94103,San Francisco,94103,37.773147,-122.411287
San Francisco — 94104,San Francisco,94104,37.791222,-122.402241
San Francisco — 94105,San Francisco,94105,37.789168,-122.395009
San Francisco — 94107,San Francisco,94107,37.768881,-122.395521
San Francisco — 94108,San Francisco,94108,37.791998,-122.408653
San Francisco — 94109,San Francisco,94109,37.794487,-122.42227
San Francisco — 94110,San Francisco,94110,37.750021,-122.415201
San Francisco — 94111,San Francisco,94111,37.801776,-122.402293
San Francisco — 94112,San Francisco,94112,37.720498,-122.443119
San Francisco — 94114,San Francisco,94114,37.758085,-122.434801
San Francisco — 94115,San Francisco,94115,37.786031,-122.437301
San Francisco — 94116,San Francisco,94116,37.74441,-122.486764
San Francisco — 94117,San Francisco,94117,37.770533,-122.445121
San Francisco — 94118,San Francisco,94118,37.781304,-122.461522
San Francisco — 94121,San Francisco,94121,37.776718,-122.495781
San Francisco — 94122,San Francisco,94122,37.760412,-122.484966
San Francisco — 94123,San Francisco,94123,37.800254,-122.436975
San Francisco — 94124,San Francisco,94124,37.731505,-122.384532
San Francisco — 94127,San Francisco,94127,37.736535,-122.45732
San Francisco — 94129,San Francisco,94129,37.797526,-122.464531
San Francisco — 94130,San Francisco,94130,37.820894,-122.369725
San Francisco — 94131,San Francisco,94131,37.746699,-122.442833
San Francisco — 94132,San Francisco,94132,37.722302,-122.491129
San Francisco — 94133,San Francisco,94133,37.802071,-122.411004
San Francisco — 94134,San Francisco,94134,37.721052,-122.413573
San Gabriel — 91775,San Gabriel,91775,34.114772,-118.089431
San Gabriel — 91776,San Gabriel,91776,34.089927,-118.095645
San Geronimo — 94963,San Geronimo,94963,38.00474,-122.663717
San Gregorio — 94074,San Gregorio,94074,37.331762,-122.341444
San Jacinto — 92582,San Jacinto,92582,33.806708,-117.02007
San Jacinto — 92583,San Jacinto,92583,33.796568,-116.924723
San Joaquin — 93660,San Joaquin,93660,36.600193,-120.153393
San Jose — 95110,San Jose,95110,37.34667,-121.910019
San Jose — 95111,San Jose,95111,37.284265,-121.827673
San Jose — 95112,San Jose,95112,37.343827,-121.883119
San Jose — 95113,San Jose,95113,37.333851,-121.891147
San Jose — 95116,San Jose,95116,37.350284,-121.852855
San Jose — 95117,San Jose,95117,37.311088,-121.961786
San Jose — 95118,San Jose,95118,37.255479,-121.889838
San Jose — 95119,San Jose,95119,37.233226,-121.78809
San Jose — 95120,San Jose,95120,37.186141,-121.843554
San Jose — 95121,San Jose,95121,37.304681,-121.809955
San Jose — 95122,San Jose,95122,37.32886,-121.834567
San Jose — 95123,San Jose,95123,37.238758,-121.828375
San Jose — 95124,San Jose,95124,37.257063,-121.923037
San Jose — 95125,San Jose,95125,37.294926,-121.894763
San Jose — 95126,San Jose,95126,37.327069,-121.916819
San Jose — 95127,San Jose,95127,37.375156,-121.795867
San Jose — 95128,San Jose,95128,37.316146,-121.936285
San Jose — 95129,San Jose,95129,37.305622,-122.000887
San Jose — 95130,San Jose,95130,37.277592,-121.986477
San Jose — 95131,San Jose,95131,37.387027,-121.897775
San Jose — 95132,San Jose,95132,37.424655,-121.74841
San Jose — 95133,San Jose,95133,37.371862,-121.860349
San Jose — 95134,San Jose,95134,37.42765,-121.945416
San Jose — 95135,San Jose,95135,37.28682,-121.723877
San Jose — 95136,San Jose,95136,37.270938,-121.851046
San Jose — 95138,San Jose,95138,37.246064,-121.749494
San Jose — 95139,San Jose,95139,37.218705,-121.762429
San Jose — 95148,San Jose,95148,37.339533,-121.777179
San Juan Bautista — 95045,San Juan Bautista,95045,36.810568,-121.503022
San Juan Capistrano — 92675,San Juan Capistrano,92675,33.521447,-117.602555
San Leandro — 94577,San Leandro,94577,37.717196,-122.159338
San Leandro — 94578,San Leandro,94578,37.704384,-122.126703
San Leandro — 94579,San Leandro,94579,37.687264,-122.15728
San Lorenzo — 94580,San Lorenzo,94580,37.676249,-122.132415
San Lucas — 93954,San Lucas,93954,36.125529,-120.864443
San Luis Obispo — 93401,San Luis Obispo,93401,35.233745,-120.626442
San Luis Obispo — 93405,San Luis Obispo,93405,35.236549,-120.727344
San Marcos — 92069,San Marcos,92069,33.162624,-117.170863
San Marcos — 92078,San Marcos,92078,33.119028,-117.166036
San Marino — 91108,San Marino,91108,34.122671,-118.112911
San Martin — 95046,San Martin,95046,37.084697,-121.606417
San Mateo — 94401,San Mateo,94401,37.590421,-122.306467
San Mateo — 94402,San Mateo,94402,37.556634,-122.317723
San Mateo — 94403,San Mateo,94403,37.538309,-122.305109
San Mateo — 94404,San Mateo,94404,37.556094,-122.272437
San Miguel — 93451,San Miguel,93451,35.886767,-120.608661
San Pablo — 94806,San Pablo,94806,37.980269,-122.342635
San Pedro — 90731,San Pedro,90731,33.736387,-118.284363
San Pedro — 90732,San Pedro,90732,33.744119,-118.31448
San Quentin — 94964,San Quentin,94964,37.942551,-122.491642
San Rafael — 94901,San Rafael,94901,37.972662,-122.491452
San Rafael — 94903,San Rafael,94903,38.018065,-122.546024
San Ramon — 94583,San Ramon,94583,37.766556,-121.976784
San Simeon — 93452,San Simeon,93452,35.746484,-121.223355
San Ysidro — 92173,San Ysidro,92173,32.555828,-117.040073
Sanger — 93657,Sanger,93657,36.819628,-119.440414
Santa Ana — 92701,Santa Ana,92701,33.748478,-117.858918
Santa Ana — 92703,Santa Ana,92703,33.748635,-117.906125
Santa Ana — 92704,Santa Ana,92704,33.719869,-117.907063
Santa Ana — 92705,Santa Ana,92705,33.766004,-117.786763
Santa Ana — 92706,Santa Ana,92706,33.765893,-117.881533
Santa Ana — 92707,Santa Ana,92707,33.714829,-117.872941
Santa Barbara — 93101,Santa Barbara,93101,34.419203,-119.710008
Santa Barbara — 93103,Santa Barbara,93103,34.438581,-119.685368
Santa Barbara — 93105,Santa Barbara,93105,34.037342,-119.80079
Santa Barbara — 93108,Santa Barbara,93108,34.457541,-119.631072
Santa Barbara — 93109,Santa Barbara,93109,34.406256,-119.726936
Santa Barbara — 93110,Santa Barbara,93110,34.437945,-119.77191
Santa Barbara — 93111,Santa Barbara,93111,34.460197,-119.802602
Santa Clara — 95050,Santa Clara,95050,37.351214,-121.952417
Santa Clara — 95051,Santa Clara,95051,37.348129,-121.98469
Santa Clara — 95054,Santa Clara,95054,37.393554,-121.965114
Santa Clarita — 91350,Santa Clarita,91350,34.502432,-118.41459
Santa Cruz — 95060,Santa Cruz,95060,36.993451,-122.098858
Santa Cruz — 95062,Santa Cruz,95062,36.974575,-121.991149
Santa Cruz — 95064,Santa Cruz,95064,37.007882,-122.065975
Santa Cruz — 95065,Santa Cruz,95065,37.031404,-121.981865
Santa Fe Springs — 90670,Santa Fe Springs,90670,33.933565,-118.062611
Santa Margarita — 93453,Santa Margarita,93453,35.303926,-120.256567
Santa Maria — 93454,Santa Maria,93454,34.943523,-120.256729
Santa Maria — 93455,Santa Maria,93455,34.818227,-120.418784
Santa Maria — 93458,Santa Maria,93458,34.95934,-120.490081
Santa Monica — 90401,Santa Monica,90401,34.015481,-118.493231
Santa Monica — 90402,Santa Monica,90402,34.035849,-118.503508
Santa Monica — 90403,Santa Monica,90403,34.031529,-118.491156
Santa Monica — 90404,Santa Monica,90404,34.026334,-118.474222
Santa Monica — 90405,Santa Monica,90405,34.005439,-118.477507
Santa Paula — 93060,Santa Paula,93060,34.402343,-119.094824
Santa Rosa — 95401,Santa Rosa,95401,38.460517,-122.790335
Santa Rosa — 95403,Santa Rosa,95403,38.488431,-122.752839
Santa Rosa — 95404,Santa Rosa,95404,38.526941,-122.709096
Santa Rosa — 95405,Santa Rosa,95405,38.439696,-122.668817
Santa Rosa — 95407,Santa Rosa,95407,38.394091,-122.739814
Santa Rosa — 95409,Santa Rosa,95409,38.468893,-122.580539
Santa Ynez — 93460,Santa Ynez,93460,34.630356,-120.032564
Santa Ysabel — 92070,Santa Ysabel,92070,33.174725,-116.743329
Santee — 92071,Santee,92071,32.847336,-116.997605
Saratoga — 95070,Saratoga,95070,37.257772,-122.051824
Sausalito — 94965,Sausalito,94965,37.848641,-122.515692
Scotia — 95565,Scotia,95565,40.440636,-124.098739
Scott Bar — 96085,Scott Bar,96085,41.737962,-123.07557
Scotts Valley — 95066,Scotts Valley,95066,37.070177,-122.010077
Seal Beach — 90740,Seal Beach,90740,33.75462,-118.071128
Seaside — 93955,Seaside,93955,36.625114,-121.823565
Sebastopol — 95472,Sebastopol,95472,38.398815,-122.861923
Seeley — 92273,Seeley,92273,32.790282,-115.689559
Seiad Valley — 96086,Seiad Valley,96086,41.924174,-123.260788
Selma — 93662,Selma,93662,36.545322,-119.642281
Sequoia National Park — 93262,Sequoia National Park,93262,36.527243,-118.594938
Shafter — 93263,Shafter,93263,35.490705,-119.286833
Shandon — 93461,Shandon,93461,35.634488,-120.293534
Shasta — 96087,Shasta,96087,40.617614,-122.512861
Shasta Lake — 96019,Shasta Lake,96019,40.692523,-122.369876
Shaver Lake — 93664,Shaver Lake,93664,37.223,-119.001021
Sheep Ranch — 95250,Sheep Ranch,95250,38.244806,-120.417301
Sheridan — 95681,Sheridan,95681,38.984756,-121.345074
Sherman Oaks — 91403,Sherman Oaks,91403,34.147149,-118.463365
Sherman Oaks — 91423,Sherman Oaks,91423,34.146957,-118.432138
Shingle Springs — 95682,Shingle Springs,95682,38.598936,-120.963092
Shingletown — 96088,Shingletown,96088,40.497441,-121.827524
Shoshone — 92384,Shoshone,92384,35.924252,-116.188668
Sierra City — 96125,Sierra City,96125,39.600599,-120.636358
Sierra Madre — 91024,Sierra Madre,91024,34.168686,-118.057505
Sierraville — 96126,Sierraville,96126,39.559709,-120.345639
Silverado — 92676,Silverado,92676,33.782346,-117.635263
Simi Valley — 93063,Simi Valley,93063,34.296813,-118.685703
Simi Valley — 93065,Simi Valley,93065,34.269449,-118.768471
Sloughhouse — 95683,Sloughhouse,95683,38.470423,-121.114897
Smartville — 95977,Smartville,95977,39.176595,-121.291692
Smith River — 95567,Smith River,95567,41.950683,-124.097094
Snelling — 95369,Snelling,95369,37.521708,-120.426843
Soda Springs — 95728,Soda Springs,95728,39.279068,-120.414275
Solana Beach — 92075,Solana Beach,92075,33.001813,-117.263628
Soledad — 93960,Soledad,93960,36.414216,-121.360597
Solvang — 93463,Solvang,93463,34.624399,-120.137875
Somerset — 95684,Somerset,95684,38.606703,-120.586659
Somes Bar — 95568,Somes Bar,95568,41.444606,-123.471895
Somis — 93066,Somis,93066,34.297628,-119.014627
Sonoma — 95476,Sonoma,95476,38.25485,-122.461799
Sonora — 95370,Sonora,95370,37.982716,-120.343732
Soquel — 95073,Soquel,95073,37.023669,-121.946461
Soulsbyville — 95372,Soulsbyville,95372,37.990574,-120.261821
South Dos Palos — 93665,South Dos Palos,93665,36.959731,-120.653519
South El Monte — 91733,South El Monte,91733,34.04622,-118.053753
South Gate — 90280,South Gate,90280,33.944624,-118.192615
South Lake Tahoe — 96150,South Lake Tahoe,96150,38.911577,-120.106169
South Pasadena — 91030,South Pasadena,91030,34.110444,-118.156957
South San Francisco — 94080,South San Francisco,94080,37.654436,-122.426468
Spreckels — 93962,Spreckels,93962,36.624641,-121.647195
Spring Valley — 91977,Spring Valley,91977,32.726627,-116.994608
Spring Valley — 91978,Spring Valley,91978,32.730264,-116.950963
Springville — 93265,Springville,93265,36.245926,-118.693138
Squaw Valley — 93675,Squaw Valley,93675,36.719141,-119.202677
Standish — 96128,Standish,96128,40.346634,-120.386422
Stanford — 94305,Stanford,94305,37.424342,-122.165641
Stanton — 90680,Stanton,90680,33.801869,-117.995068
Stevenson Ranch — 91381,Stevenson Ranch,91381,34.364153,-118.615583
Stevinson — 95374,Stevinson,95374,37.316807,-120.855753
Stinson Beach — 94970,Stinson Beach,94970,37.921137,-122.657562
Stirling City — 95978,Stirling City,95978,39.904002,-121.527823
Stockton — 95202,Stockton,95202,37.959706,-121.287669
Stockton — 95203,Stockton,95203,37.954089,-121.329761
Stockton — 95204,Stockton,95204,37.974498,-121.319568
Stockton — 95205,Stockton,95205,37.965695,-121.260051
Stockton — 95206,Stockton,95206,37.902422,-121.440029
Stockton — 95207,Stockton,95207,38.002125,-121.324979
Stockton — 95209,Stockton,95209,38.044523,-121.348048
Stockton — 95210,Stockton,95210,38.033219,-121.297433
Stockton — 95212,Stockton,95212,38.049457,-121.21653
Stockton — 95215,Stockton,95215,37.946282,-121.139499
Stockton — 95219,Stockton,95219,38.029729,-121.387999
Stonyford — 95979,Stonyford,95979,39.288127,-122.415841
Stratford — 93266,Stratford,93266,36.175255,-119.813805
Strathmore — 93267,Strathmore,93267,36.141319,-119.129075
Strawberry Valley — 95981,Strawberry Valley,95981,39.58458,-121.093256
Studio City — 91604,Studio City,91604,34.139082,-118.39275
Sugarloaf — 92386,Sugarloaf,92386,34.243088,-116.830015
Suisun City — 94585,Suisun City,94585,38.197907,-122.017258
Sultana — 93666,Sultana,93666,36.545353,-119.338535
Summerland — 93067,Summerland,93067,34.420998,-119.60137
Sun City — 92585,Sun City,92585,33.739412,-117.173334
Sun City — 92586,Sun City,92586,33.707483,-117.200006
Sun City — 92587,Sun City,92587,33.69887,-117.25071
Sun Valley — 91352,Sun Valley,91352,34.231053,-118.338307
Sunland — 91040,Sunland,91040,34.282704,-118.312929
Sunnyvale — 94086,Sunnyvale,94086,37.378541,-122.020456
Sunnyvale — 94087,Sunnyvale,94087,37.3511,-122.037311
Sunnyvale — 94089,Sunnyvale,94089,37.421633,-122.009613
Sunol — 94586,Sunol,94586,37.587494,-121.862856
Sunset Beach — 90742,Sunset Beach,90742,33.719221,-118.073596
Surfside — 90743,Surfside,90743,33.728273,-118.085304
Susanville — 96130,Susanville,96130,40.559177,-120.612113
Sutter — 95982,Sutter,95982,39.172777,-121.805845
Sutter Creek — 95685,Sutter Creek,95685,38.432145,-120.77069
Sylmar — 91342,Sylmar,91342,34.321621,-118.399841
Taft — 93268,Taft,93268,35.184837,-119.402525
Tahoe City — 96145,Tahoe City,96145,39.178337,-120.162806
Tahoe Vista — 96148,Tahoe Vista,96148,39.24124,-120.054765
Tahoma — 96142,Tahoma,96142,39.061227,-120.179546
Tarzana — 91356,Tarzana,91356,34.157137,-118.548511
Taylorsville — 95983,Taylorsville,95983,40.053684,-120.743116
Tecate — 91980,Tecate,91980,32.587557,-116.636816
Tecopa — 92389,Tecopa,92389,35.824572,-116.274755
Tehachapi — 93561,Tehachapi,93561,35.073777,-118.652112
Tehama — 96090,Tehama,96090,40.021787,-122.127576
Temecula — 92590,Temecula,92590,33.475493,-117.219551
Temecula — 92591,Temecula,92591,33.540604,-117.10909
Temecula — 92592,Temecula,92592,33.507255,-117.029473
Temple City — 91780,Temple City,91780,34.101608,-118.055848
Templeton — 93465,Templeton,93465,35.536115,-120.739231
Termo — 96132,Termo,96132,41.027281,-120.669427
Terra Bella — 93270,Terra Bella,93270,35.939068,-119.043666
The Sea Ranch — 95497,The Sea Ranch,95497,38.696659,-123.436861
Thermal — 92274,Thermal,92274,33.53604,-116.119222
Thornton — 95686,Thornton,95686,38.157794,-121.520223
Thousand Oaks — 91360,Thousand Oaks,91360,34.214054,-118.88109
Thousand Oaks — 91362,Thousand Oaks,91362,34.191842,-118.822796
Thousand Palms — 92276,Thousand Palms,92276,33.849263,-116.382778
Three Rivers — 93271,Three Rivers,93271,36.413433,-118.854708
Tipton — 93272,Tipton,93272,36.047414,-119.344304
Tollhouse — 93667,Tollhouse,93667,36.993666,-119.348267
Tomales — 94971,Tomales,94971,38.240769,-122.901041
Topanga — 90290,Topanga,90290,34.115192,-118.61017
Topaz — 96133,Topaz,96133,38.636052,-119.489162
Torrance — 90501,Torrance,90501,33.833699,-118.314387
Torrance — 90502,Torrance,90502,33.833181,-118.292062
Torrance — 90503,Torrance,90503,33.840399,-118.353714
Torrance — 90504,Torrance,90504,33.867257,-118.330794
Torrance — 90505,Torrance,90505,33.807882,-118.347957
Trabuco Canyon — 92679,Trabuco Canyon,92679,33.631119,-117.567346
Tracy — 95376,Tracy,95376,37.680968,-121.446049
