label,City,Zip Code,Latitude,Longitude
Isleton — 95641,Isleton,95641,38.154823,-121.601358
Ivanhoe — 93235,Ivanhoe,93235,36.385818,-119.224243
Jackson — 95642,Jackson,95642,38.336216,-120.76901
Jacumba — 91934,Jacumba,91934,32.649787,-116.2237
Jamestown — 95327,Jamestown,95327,37.84771,-120.486589
Jamul — 91935,Jamul,91935,32.695681,-116.798386
Janesville — 96114,Janesville,96114,40.294034,-120.512622
Jenner — 95450,Jenner,95450,38.505995,-123.187019
Johannesburg — 93528,Johannesburg,93528,35.363339,-117.637641
Jolon — 93928,Jolon,93928,35.930782,-121.189757
Joshua Tree — 92252,Joshua Tree,92252,34.167236,-116.281511
Julian — 92036,Julian,92036,32.980678,-116.262854
Junction City — 96048,Junction City,96048,40.913192,-123.06597
June Lake — 93529,June Lake,93529,37.730269,-119.055813
Keeler — 93530,Keeler,93530,36.560498,-117.962461
Keene — 93531,Keene,93531,35.214982,-118.59049
Kelseyville — 95451,Kelseyville,95451,38.93496,-122.792243
Kenwood — 95452,Kenwood,95452,38.419525,-122.521585
Kerman — 93630,Kerman,93630,36.727418,-120.123526
Kernville — 93238,Kernville,93238,35.852892,-118.397782
Kettleman City — 93239,Kettleman City,93239,35.996923,-120.000951
Keyes — 95328,Keyes,95328,37.555631,-120.911653
King City — 93930,King City,93930,36.220761,-120.980777
Kings Beach — 96143,Kings Beach,96143,39.246654,-120.029273
Kingsburg — 93631,Kingsburg,93631,36.478239,-119.52137
Kirkwood — 95646,Kirkwood,95646,38.631489,-120.015167
Klamath — 95548,Klamath,95548,41.572813,-124.035011
Klamath River — 96050,Klamath River,96050,41.816595,-122.948287
Kneeland — 95549,Kneeland,95549,40.664483,-123.865325
Knights Landing — 95645,Knights Landing,95645,38.875508,-121.765866
Korbel — 95550,Korbel,95550,40.7666,-123.80458
Kyburz — 95720,Kyburz,95720,38.766036,-120.209673
La Canada Flintridge — 91011,La Canada Flintridge,91011,34.234912,-118.153729
La Crescenta — 91214,La Crescenta,91214,34.239636,-118.245259
La Grange — 95329,La Grange,95329,37.666587,-120.411517
La Habra — 90631,La Habra,90631,33.940619,-117.9513
La Honda — 94020,La Honda,94020,37.285677,-122.224165
La Jolla — 92037,La Jolla,92037,32.853743,-117.25034
La Mesa — 91941,La Mesa,91941,32.759327,-116.99726
La Mesa — 91942,La Mesa,91942,32.782501,-117.01611
La Mirada — 90638,La Mirada,90638,33.902045,-118.008961
La Palma — 90623,La Palma,90623,33.850504,-118.039892
La Puente — 91744,La Puente,91744,34.031441,-117.936436
La Puente — 91746,La Puente,91746,34.038983,-117.991372
La Quinta — 92253,La Quinta,92253,33.695532,-116.310571
La Verne — 91750,La Verne,91750,34.144703,-117.770299
Ladera Ranch — 92694,Ladera Ranch,92694,33.569186,-117.640055
Lafayette — 94549,Lafayette,94549,37.907777,-122.127161
Laguna Beach — 92651,Laguna Beach,92651,33.570023,-117.773669
Laguna Hills — 92653,Laguna Hills,92653,33.606899,-117.717854
Laguna Niguel — 92677,Laguna Niguel,92677,33.529047,-117.701175
Lagunitas — 94938,Lagunitas,94938,38.021772,-122.691744
Lake Arrowhead — 92352,Lake Arrowhead,92352,34.2565,-117.19335
Lake City — 96115,Lake City,96115,41.729079,-120.225025
Lake Elsinore — 92530,Lake Elsinore,92530,33.655421,-117.391751
Lake Elsinore — 92532,Lake Elsinore,92532,33.705836,-117.318204
Lake Forest — 92630,Lake Forest,92630,33.644849,-117.684254
Lake Hughes — 93532,Lake Hughes,93532,34.659579,-118.584212
Lake Isabella — 93240,Lake Isabella,93240,35.607875,-118.466318
Lakehead — 96051,Lakehead,96051,40.883853,-122.418258
Lakeport — 95453,Lakeport,95453,39.080469,-122.955176
Lakeshore — 93634,Lakeshore,93634,37.290606,-119.216328
Lakeside — 92040,Lakeside,92040,32.909873,-116.906774
Lakewood — 90712,Lakewood,90712,33.840524,-118.148403
Lakewood — 90713,Lakewood,90713,33.847755,-118.112532
Lakewood — 90715,Lakewood,90715,33.841027,-118.078097
Lamont — 93241,Lamont,93241,35.245035,-118.905553
Lancaster — 93534,Lancaster,93534,34.727529,-118.153098
Lancaster — 93535,Lancaster,93535,34.712708,-117.889656
Lancaster — 93536,Lancaster,93536,34.741406,-118.38111
Landers — 92285,Landers,92285,34.341737,-116.539416
Larkspur — 94939,Larkspur,94939,37.937082,-122.532369
Lathrop — 95330,Lathrop,95330,37.80821,-121.308401
Laton — 93242,Laton,93242,36.444232,-119.718285
Lawndale — 90260,Lawndale,90260,33.88856,-118.351813
Laytonville — 95454,Laytonville,95454,39.806141,-123.531098
Le Grand — 95333,Le Grand,95333,37.249377,-120.249581
Lebec — 93243,Lebec,93243,34.845861,-118.885163
Lee Vining — 93541,Lee Vining,93541,37.890145,-119.184087
Leggett — 95585,Leggett,95585,39.873371,-123.741474
Lemon Cove — 93244,Lemon Cove,93244,36.462671,-118.997291
Lemon Grove — 91945,Lemon Grove,91945,32.733564,-117.033713
Lemoore — 93245,Lemoore,93245,36.303666,-119.825657
Lewiston — 96052,Lewiston,96052,40.704293,-122.803899
Likely — 96116,Likely,96116,41.266008,-120.490731
Lincoln — 95648,Lincoln,95648,38.922812,-121.312005
Linden — 95236,Linden,95236,38.047746,-121.030499
Lindsay — 93247,Lindsay,93247,36.205465,-119.085807
Litchfield — 96117,Litchfield,96117,40.507272,-120.338228
Little River — 95456,Little River,95456,39.245911,-123.77214
Littlerock — 93543,Littlerock,93543,34.505273,-117.955054
Live Oak — 95953,Live Oak,95953,39.258746,-121.77697
Livermore — 94550,Livermore,94550,37.571748,-121.659562
Livingston — 95334,Livingston,95334,37.361987,-120.748394
Llano — 93544,Llano,93544,34.500091,-117.765862
Lockeford — 95237,Lockeford,95237,38.166791,-121.14207
Lockwood — 93932,Lockwood,93932,35.989792,-121.055933
Lodi — 95240,Lodi,95240,38.123544,-121.159078
Lodi — 95242,Lodi,95242,38.128087,-121.4078
Loleta — 95551,Loleta,95551,40.665952,-124.240051
Loma Linda — 92354,Loma Linda,92354,34.049315,-117.255974
Loma Mar — 94021,Loma Mar,94021,37.266388,-122.26308
Lomita — 90717,Lomita,90717,33.794209,-118.317354
Lompoc — 93436,Lompoc,93436,34.601055,-120.382917
Lompoc — 93437,Lompoc,93437,34.757477,-120.550507
Lone Pine — 93545,Lone Pine,93545,36.590415,-118.073839
Long Barn — 95335,Long Barn,95335,38.109125,-120.078597
Long Beach — 90802,Long Beach,90802,33.752524,-118.210737
Long Beach — 90803,Long Beach,90803,33.760458,-118.129725
Long Beach — 90804,Long Beach,90804,33.783047,-118.1486
Long Beach — 90805,Long Beach,90805,33.864622,-118.179626
Long Beach — 90806,Long Beach,90806,33.802664,-118.179971
Long Beach — 90807,Long Beach,90807,33.830099,-118.182239
Long Beach — 90808,Long Beach,90808,33.823943,-118.111335
Long Beach — 90810,Long Beach,90810,33.819814,-118.222416
Long Beach — 90813,Long Beach,90813,33.781086,-118.199049
Long Beach — 90814,Long Beach,90814,33.771612,-118.143866
Long Beach — 90815,Long Beach,90815,33.797638,-118.11662
Long Beach — 90822,Long Beach,90822,33.778436,-118.118648
Lookout — 96054,Lookout,96054,41.280478,-121.160249
Loomis — 95650,Loomis,95650,38.809175,-121.171375
Los Alamitos — 90720,Los Alamitos,90720,33.79499,-118.065591
Los Alamos — 93440,Los Alamos,93440,34.758699,-120.275839
Los Altos — 94022,Los Altos,94022,37.349546,-122.134356
Los Altos — 94024,Los Altos,94024,37.352911,-122.093002
Los Angeles — 90001,Los Angeles,90001,33.973616,-118.24902
Los Angeles — 90002,Los Angeles,90002,33.949255,-118.246978
Los Angeles — 90003,Los Angeles,90003,33.964131,-118.272783
Los Angeles — 90004,Los Angeles,90004,34.076259,-118.310715
Los Angeles — 90005,Los Angeles,90005,34.059281,-118.30742
Los Angeles — 90006,Los Angeles,90006,34.048013,-118.293953
Los Angeles — 90007,Los Angeles,90007,34.027337,-118.28515
Los Angeles — 90008,Los Angeles,90008,34.008293,-118.346766
Los Angeles — 90010,Los Angeles,90010,34.062125,-118.315709
Los Angeles — 90011,Los Angeles,90011,34.00709,-118.258681
Los Angeles — 90012,Los Angeles,90012,34.065875,-118.238728
Los Angeles — 90013,Los Angeles,90013,34.044639,-118.240413
Los Angeles — 90014,Los Angeles,90014,34.043144,-118.251977
Los Angeles — 90015,Los Angeles,90015,34.039224,-118.266293
Los Angeles — 90016,Los Angeles,90016,34.028331,-118.354338
Los Angeles — 90017,Los Angeles,90017,34.052842,-118.264495
Los Angeles — 90018,Los Angeles,90018,34.028735,-118.317236
Los Angeles — 90019,Los Angeles,90019,34.049841,-118.33846
Los Angeles — 90020,Los Angeles,90020,34.066367,-118.309868
Los Angeles — 90021,Los Angeles,90021,34.029043,-118.239504
Los Angeles — 90022,Los Angeles,90022,34.02381,-118.156582
Los Angeles — 90023,Los Angeles,90023,34.017697,-118.200577
Los Angeles — 90024,Los Angeles,90024,34.066303,-118.435479
Los Angeles — 90025,Los Angeles,90025,34.046174,-118.446333
Los Angeles — 90026,Los Angeles,90026,34.078991,-118.263804
Los Angeles — 90027,Los Angeles,90027,34.127194,-118.295647
Los Angeles — 90028,Los Angeles,90028,34.099869,-118.326843
Los Angeles — 90029,Los Angeles,90029,34.089953,-118.294824
Los Angeles — 90031,Los Angeles,90031,34.085807,-118.206617
Los Angeles — 90032,Los Angeles,90032,34.078821,-118.177576
Los Angeles — 90033,Los Angeles,90033,34.050198,-118.210946
Los Angeles — 90034,Los Angeles,90034,34.030578,-118.399613
Los Angeles — 90035,Los Angeles,90035,34.051809,-118.383843
Los Angeles — 90036,Los Angeles,90036,34.070291,-118.349191
Los Angeles — 90037,Los Angeles,90037,34.002642,-118.287596
Los Angeles — 90038,Los Angeles,90038,34.088017,-118.327168
Los Angeles — 90039,Los Angeles,90039,34.110845,-118.259595
Los Angeles — 90040,Los Angeles,90040,33.994524,-118.149953
Los Angeles — 90041,Los Angeles,90041,34.137412,-118.207607
Los Angeles — 90042,Los Angeles,90042,34.11572,-118.192754
Los Angeles — 90043,Los Angeles,90043,33.988543,-118.334081
Los Angeles — 90044,Los Angeles,90044,33.952714,-118.292061
Los Angeles — 90045,Los Angeles,90045,33.954017,-118.402447
Los Angeles — 90046,Los Angeles,90046,34.108455,-118.362081
Los Angeles — 90047,Los Angeles,90047,33.958149,-118.308441
Los Angeles — 90048,Los Angeles,90048,34.072945,-118.37267
Los Angeles — 90049,Los Angeles,90049,34.091829,-118.491244
Los Angeles — 90056,Los Angeles,90056,33.987945,-118.370442
Los Angeles — 90057,Los Angeles,90057,34.061918,-118.277939
Los Angeles — 90058,Los Angeles,90058,34.001617,-118.222274
Los Angeles — 90059,Los Angeles,90059,33.927254,-118.249826
Los Angeles — 90061,Los Angeles,90061,33.92128,-118.274186
Los Angeles — 90062,Los Angeles,90062,34.003553,-118.308933
Los Angeles — 90063,Los Angeles,90063,34.044271,-118.185237
Los Angeles — 90064,Los Angeles,90064,34.037251,-118.423573
Los Angeles — 90065,Los Angeles,90065,34.108833,-118.229715
Los Angeles — 90066,Los Angeles,90066,34.002028,-118.430656
Los Angeles — 90067,Los Angeles,90067,34.057496,-118.413959
Los Angeles — 90068,Los Angeles,90068,34.137411,-118.328915
Los Angeles — 90071,Los Angeles,90071,34.052917,-118.255178
Los Angeles — 90077,Los Angeles,90077,34.102084,-118.451629
Los Banos — 93635,Los Banos,93635,36.995162,-120.955099
Los Gatos — 95030,Los Gatos,95030,37.222842,-121.988727
Los Gatos — 95032,Los Gatos,95032,37.233034,-121.947427
Los Gatos — 95033,Los Gatos,95033,37.160194,-121.945611
Los Molinos — 96055,Los Molinos,96055,40.059385,-122.091481
Los Olivos — 93441,Los Olivos,93441,34.70434,-120.02609
Los Osos — 93402,Los Osos,93402,35.279984,-120.824288
Lost Hills — 93249,Lost Hills,93249,35.637715,-119.893068
Lotus — 95651,Lotus,95651,38.815515,-120.916997
Lower Lake — 95457,Lower Lake,95457,38.925545,-122.549083
Loyalton — 96118,Loyalton,96118,39.637471,-120.226338
Lucerne — 95458,Lucerne,95458,39.141934,-122.770679
Lucerne Valley — 92356,Lucerne Valley,92356,34.508417,-116.856103
Ludlow — 92338,Ludlow,92338,34.702766,-116.093376
Lynwood — 90262,Lynwood,90262,33.923573,-118.200669
Lytle Creek — 92358,Lytle Creek,92358,34.238162,-117.534306
Macdoel — 96058,Macdoel,96058,41.769709,-121.92063
Mad River — 95552,Mad River,95552,40.390301,-123.412327
Madeline — 96119,Madeline,96119,41.042003,-120.506086
Madera — 93637,Madera,93637,36.902954,-120.194274
Madera — 93638,Madera,93638,37.004068,-119.930027
Madison — 95653,Madison,95653,38.674276,-121.961866
Magalia — 95954,Magalia,95954,39.933852,-121.584371
Malibu — 90263,Malibu,90263,34.037037,-118.705803
Malibu — 90265,Malibu,90265,34.074572,-118.831181
Mammoth Lakes — 93546,Mammoth Lakes,93546,37.550074,-118.837167
Manchester — 95459,Manchester,95459,38.966713,-123.586412
Manhattan Beach — 90266,Manhattan Beach,90266,33.889632,-118.39737
Manteca — 95336,Manteca,95336,37.830267,-121.201018
Manteca — 95337,Manteca,95337,37.750822,-121.238423
Manton — 96059,Manton,96059,40.426679,-121.850421
March Air Reserve Base — 92518,March Air Reserve Base,92518,33.888323,-117.277533
Maricopa — 93252,Maricopa,93252,34.737031,-119.460557
Marina — 93933,Marina,93933,36.689582,-121.758398
Marina Del Rey — 90292,Marina Del Rey,90292,33.977468,-118.445475
Mariposa — 95338,Mariposa,95338,37.526791,-119.99437
Markleeville — 96120,Markleeville,96120,38.735789,-119.85798
Marshall — 94940,Marshall,94940,38.129308,-122.834815
Martinez — 94553,Martinez,94553,38.014457,-122.115432
Marysville — 95901,Marysville,95901,39.19514,-121.503883
Mather — 95655,Mather,95655,38.549822,-121.266725
Maxwell — 95955,Maxwell,95955,39.281194,-122.226568
Maywood — 90270,Maywood,90270,33.988572,-118.186565
Mc Farland — 93250,Mc Farland,93250,35.666886,-119.186717
Mc Kittrick — 93251,Mc Kittrick,93251,35.38381,-119.730885
Mcarthur — 96056,Mcarthur,96056,41.10831,-121.360362
Mccloud — 96057,Mccloud,96057,41.251322,-122.105209
Mckinleyville — 95519,Mckinleyville,95519,40.965011,-124.015255
Meadow Valley — 95956,Meadow Valley,95956,39.937017,-121.058043
Meadow Vista — 95722,Meadow Vista,95722,39.003358,-121.022539
Mecca — 92254,Mecca,92254,33.543835,-115.993906
Mendocino — 95460,Mendocino,95460,39.305545,-123.743697
Mendota — 93640,Mendota,93640,36.687292,-120.437354
Menifee — 92584,Menifee,92584,33.653338,-117.178271
Menlo Park — 94025,Menlo Park,94025,37.449551,-122.183762
Mentone — 92359,Mentone,92359,34.103578,-117.04054
Merced — 95340,Merced,95340,37.255637,-120.493537
Merced — 95348,Merced,95348,37.40122,-120.514191
Meridian — 95957,Meridian,95957,39.068071,-121.832638
Mi Wuk Village — 95346,Mi Wuk Village,95346,38.121601,-120.133915
Middletown — 95461,Middletown,95461,38.787446,-122.58675
Midpines — 95345,Midpines,95345,37.581496,-119.972762
Midway City — 92655,Midway City,92655,33.744439,-117.98588
Milford — 96121,Milford,96121,40.181279,-120.392967
Mill Creek — 96061,Mill Creek,96061,40.331975,-121.460674
Mill Valley — 94941,Mill Valley,94941,37.901371,-122.572024
Millbrae — 94030,Millbrae,94030,37.601248,-122.403099
Millville — 96062,Millville,96062,40.531257,-122.148139
Milpitas — 95035,Milpitas,95035,37.441931,-121.878502
Mineral — 96063,Mineral,96063,40.408796,-121.579609
Mira Loma — 91752,Mira Loma,91752,33.999992,-117.535395
Miramonte — 93641,Miramonte,93641,36.696759,-119.024051
Miranda — 95553,Miranda,95553,40.210895,-123.86
Mission Hills — 91345,Mission Hills,91345,34.266389,-118.459744
Mission Viejo — 92691,Mission Viejo,92691,33.611945,-117.665867
Mission Viejo — 92692,Mission Viejo,92692,33.60693,-117.644253
Modesto — 95350,Modesto,95350,37.671806,-121.007575
Modesto — 95351,Modesto,95351,37.621458,-121.012295
Modesto — 95354,Modesto,95354,37.639029,-120.964772
Modesto — 95355,Modesto,95355,37.672906,-120.946594
Modesto — 95356,Modesto,95356,37.716186,-121.025836
Modesto — 95357,Modesto,95357,37.670526,-120.877572
Modesto — 95358,Modesto,95358,37.612612,-121.108568
Mojave — 93501,Mojave,93501,35.097323,-118.171288
Mokelumne Hill — 95245,Mokelumne Hill,95245,38.304194,-120.592431
Monrovia — 91016,Monrovia,91016,34.1528,-118.000482
Montague — 96064,Montague,96064,41.759864,-122.379175
Montara — 94037,Montara,94037,37.540582,-122.509594
Montclair — 91763,Montclair,91763,34.072121,-117.698319
Monte Rio — 95462,Monte Rio,95462,38.471049,-123.015549
Montebello — 90640,Montebello,90640,34.015217,-118.109962
Monterey — 93940,Monterey,93940,36.362741,-121.869685
Monterey Park — 91754,Monterey Park,91754,34.050322,-118.147037
Monterey Park — 91755,Monterey Park,91755,34.049172,-118.115022
Montgomery Creek — 96065,Montgomery Creek,96065,40.877552,-121.885884
Montrose — 91020,Montrose,91020,34.2112,-118.230625
Moorpark — 93021,Moorpark,93021,34.312945,-118.858169
Moraga — 94556,Moraga,94556,37.827946,-122.107185
Moreno Valley — 92551,Moreno Valley,92551,33.88274,-117.224878
Moreno Valley — 92553,Moreno Valley,92553,33.923149,-117.244933
Moreno Valley — 92555,Moreno Valley,92555,33.907361,-117.109972
Moreno Valley — 92557,Moreno Valley,92557,33.970661,-117.255039
Morgan Hill — 95037,Morgan Hill,95037,37.161544,-121.649371
Morongo Valley — 92256,Morongo Valley,92256,34.097863,-116.594561
Morro Bay — 93442,Morro Bay,93442,35.369553,-120.763864
Moss Beach — 94038,Moss Beach,94038,37.515556,-122.502311
Moss Landing — 95039,Moss Landing,95039,36.863303,-121.781632
Mount Hamilton — 95140,Mount Hamilton,95140,37.382909,-121.634151
Mount Hermon — 95041,Mount Hermon,95041,37.051166,-122.056194
Mount Laguna — 91948,Mount Laguna,91948,32.830852,-116.444601
Mount Shasta — 96067,Mount Shasta,96067,41.33832,-122.290756
Mountain Center — 92561,Mountain Center,92561,33.638645,-116.55783
Mountain Ranch — 95246,Mountain Ranch,95246,38.264262,-120.515133
Mountain View — 94040,Mountain View,94040,37.380662,-122.086022
Mountain View — 94041,Mountain View,94041,37.388349,-122.075299
Mountain View — 94043,Mountain View,94043,37.419725,-122.062947
Mt Baldy — 91759,Mt Baldy,91759,34.231318,-117.662032
Murphys — 95247,Murphys,95247,38.147852,-120.440124
Murrieta — 92562,Murrieta,92562,33.548869,-117.334165
Murrieta — 92563,Murrieta,92563,33.581045,-117.14719
Myers Flat — 95554,Myers Flat,95554,40.267158,-123.805913
Napa — 94558,Napa,94558,38.489789,-122.27011
Napa — 94559,Napa,94559,38.232389,-122.324944
National City — 91950,National City,91950,32.67102,-117.095235
Navarro — 95463,Navarro,95463,39.182916,-123.552571
Needles — 92363,Needles,92363,34.711224,-114.702256
Nevada City — 95959,Nevada City,95959,39.333737,-120.858667
New Cuyama — 93254,New Cuyama,93254,34.956577,-119.750142
Newark — 94560,Newark,94560,37.504133,-122.032347
Newberry Springs — 92365,Newberry Springs,92365,34.89326,-116.505958
Newbury Park — 91320,Newbury Park,91320,34.172071,-118.946262
Newcastle — 95658,Newcastle,95658,38.883224,-121.15918
Newhall — 91321,Newhall,91321,34.370378,-118.504118
Newman — 95360,Newman,95360,37.343846,-121.039391
Newport Beach — 92660,Newport Beach,92660,33.634626,-117.874882
Newport Beach — 92661,Newport Beach,92661,33.601309,-117.902304
Newport Beach — 92662,Newport Beach,92662,33.606336,-117.893042
Newport Beach — 92663,Newport Beach,92663,33.62251,-117.927024
Newport Coast — 92657,Newport Coast,92657,33.603282,-117.821841
Nicasio — 94946,Nicasio,94946,38.065359,-122.665566
Nice — 95464,Nice,95464,39.12334,-122.838198
Nicolaus — 95659,Nicolaus,95659,38.788898,-121.608624
Niland — 92257,Niland,92257,33.345825,-115.596574
Nipomo — 93444,Nipomo,93444,35.050345,-120.489599
Nipton — 92364,Nipton,92364,35.478736,-115.516984
Norco — 92860,Norco,92860,33.925833,-117.559639
North Fork — 93643,North Fork,93643,37.244307,-119.470256
North Highlands — 95660,North Highlands,95660,38.671295,-121.388251
North Hills — 91343,North Hills,91343,34.238802,-118.482296
North Hollywood — 91601,North Hollywood,91601,34.1692,-118.372498
North Hollywood — 91602,North Hollywood,91602,34.15136,-118.364786
North Hollywood — 91605,North Hollywood,91605,34.207295,-118.400022
North Hollywood — 91606,North Hollywood,91606,34.187599,-118.387125
North Palm Springs — 92258,North Palm Springs,92258,33.906496,-116.569499
North San Juan — 95960,North San Juan,95960,39.423046,-120.984472
Northridge — 91324,Northridge,91324,34.238208,-118.55029
Northridge — 91325,Northridge,91325,34.236683,-118.517588
Norwalk — 90650,Norwalk,90650,33.905963,-118.08263
Novato — 94945,Novato,94945,38.135897,-122.563683
Novato — 94947,Novato,94947,38.112166,-122.634384
Novato — 94949,Novato,94949,38.067204,-122.524004
Nubieber — 96068,Nubieber,96068,41.082472,-121.195215
Nuevo — 92567,Nuevo,92567,33.82769,-117.102244
O Neals — 93645,O Neals,93645,37.140104,-119.657092
Oak Park — 91377,Oak Park,91377,34.19225,-118.776874
Oak Run — 96069,Oak Run,96069,40.689243,-122.037023
Oak View — 93022,Oak View,93022,34.404544,-119.302118
Oakdale — 95361,Oakdale,95361,37.785033,-120.776141
Oakhurst — 93644,Oakhurst,93644,37.648647,-119.231447
Oakland — 94601,Oakland,94601,37.776523,-122.219268
Oakland — 94602,Oakland,94602,37.803883,-122.208417
Oakland — 94603,Oakland,94603,37.739113,-122.175602
Oakland — 94605,Oakland,94605,37.758019,-122.138678
Oakland — 94606,Oakland,94606,37.792489,-122.244314
Oakland — 94607,Oakland,94607,37.80707,-122.297401
Oakland — 94609,Oakland,94609,37.834341,-122.26437
Oakland — 94610,Oakland,94610,37.808731,-122.238708
Oakland — 94611,Oakland,94611,37.828416,-122.216005
Oakland — 94612,Oakland,94612,37.809014,-122.269739
Oakland — 94618,Oakland,94618,37.84551,-122.235181
Oakland — 94619,Oakland,94619,37.787186,-122.14633
Oakland — 94621,Oakland,94621,37.750553,-122.197175
Oakley — 94561,Oakley,94561,37.999406,-121.686241
Occidental — 95465,Occidental,95465,38.415003,-122.998726
Oceano — 93445,Oceano,93445,35.059695,-120.604741
Oceanside — 92054,Oceanside,92054,33.351059,-117.420557
Oceanside — 92056,Oceanside,92056,33.194742,-117.29032
Oceanside — 92057,Oceanside,92057,33.254497,-117.285879
Ocotillo — 92259,Ocotillo,92259,32.698964,-115.886656
Ojai — 93023,Ojai,93023,34.581308,-118.931948
Olancha — 93549,Olancha,93549,36.296851,-117.865469
Old Station — 96071,Old Station,96071,40.656287,-121.428965
Olema — 94950,Olema,94950,38.052209,-122.775567
Olivehurst — 95961,Olivehurst,95961,39.082568,-121.55325
Olympic Valley — 96146,Olympic Valley,96146,39.191797,-120.212401
Ontario — 91761,Ontario,91761,34.035602,-117.591528
Ontario — 91762,Ontario,91762,34.057256,-117.667677
Ontario — 91764,Ontario,91764,34.074087,-117.605618
Onyx — 93255,Onyx,93255,35.676978,-118.101378
Orange — 92865,Orange,92865,33.828779,-117.848299
Orange — 92866,Orange,92866,33.784597,-117.844535
Orange — 92867,Orange,92867,33.81859,-117.821288
Orange — 92868,Orange,92868,33.787796,-117.875928
Orange — 92869,Orange,92869,33.792791,-117.789749
Orange Cove — 93646,Orange Cove,93646,36.633498,-119.298895
Orangevale — 95662,Orangevale,95662,38.689174,-121.218435
Oregon House — 95962,Oregon House,95962,39.342587,-121.249833
Orick — 95555,Orick,95555,41.336354,-124.044354
Orinda — 94563,Orinda,94563,37.873916,-122.20522
Orland — 95963,Orland,95963,39.748037,-122.302169
Orleans — 95556,Orleans,95556,41.269521,-123.546958
Oro Grande — 92368,Oro Grande,92368,34.647959,-117.296957
Orosi — 93647,Orosi,93647,36.600185,-119.175655
Oroville — 95965,Oroville,95965,39.624561,-121.552866
Oroville — 95966,Oroville,95966,39.473896,-121.415927
Oxnard — 93030,Oxnard,93030,34.223244,-119.18012
Oxnard — 93033,Oxnard,93033,34.156629,-119.117218
Oxnard — 93035,Oxnard,93035,34.18454,-119.224666
Pacific Grove — 93950,Pacific Grove,93950,36.618337,-121.926417
Pacific Palisades — 90272,Pacific Palisades,90272,34.079449,-118.548306
Pacifica — 94044,Pacifica,94044,37.573633,-122.455167
Pacoima — 91331,Pacoima,91331,34.255442,-118.421314
Paicines — 95043,Paicines,95043,36.525703,-120.952122
Pala — 92059,Pala,92059,33.384345,-117.072619
Palermo — 95968,Palermo,95968,39.435756,-121.552071
Palm Desert — 92211,Palm Desert,92211,33.762759,-116.324817
Palm Desert — 92260,Palm Desert,92260,33.694501,-116.412711
Palm Springs — 92262,Palm Springs,92262,33.839989,-116.659215
Palm Springs — 92264,Palm Springs,92264,33.745746,-116.514215
Palmdale — 93550,Palmdale,93550,34.536232,-118.082935
Palmdale — 93551,Palmdale,93551,34.613476,-118.256358
Palmdale — 93552,Palmdale,93552,34.557711,-118.029441
Palmdale — 93591,Palmdale,93591,34.598221,-117.79593
Palo Alto — 94301,Palo Alto,94301,37.444314,-122.149996
Palo Alto — 94303,Palo Alto,94303,37.45809,-122.115398
Palo Alto — 94304,Palo Alto,94304,37.386978,-122.177746
Palo Alto — 94306,Palo Alto,94306,37.416159,-122.131337
Palo Cedro — 96073,Palo Cedro,96073,40.582399,-122.195512
Palo Verde — 92266,Palo Verde,92266,33.3249,-114.758334
Palomar Mountain — 92060,Palomar Mountain,92060,33.309852,-116.823091
Palos Verdes Peninsula — 90274,Palos Verdes Peninsula,90274,33.788208,-118.404955
Panorama City — 91402,Panorama City,91402,34.223768,-118.445461
Paradise — 95969,Paradise,95969,39.69676,-121.644379
Paramount — 90723,Paramount,90723,33.897122,-118.164432
Parker Dam — 92267,Parker Dam,92267,34.273872,-114.192901
Parlier — 93648,Parlier,93648,36.622237,-119.521126
Pasadena — 91101,Pasadena,91101,34.146635,-118.139225
Pasadena — 91103,Pasadena,91103,34.167465,-118.165327
Pasadena — 91104,Pasadena,91104,34.165383,-118.123752
Pasadena — 91105,Pasadena,91105,34.13946,-118.166649
Pasadena — 91106,Pasadena,91106,34.139402,-118.128658
Pasadena — 91107,Pasadena,91107,34.159007,-118.087353
Paskenta — 96074,Paskenta,96074,39.884395,-122.587513
Paso Robles — 93446,Paso Robles,93446,35.634222,-120.728341
Patterson — 95363,Patterson,95363,37.410236,-121.320337
Pauma Valley — 92061,Pauma Valley,92061,33.313828,-116.940501
Paynes Creek — 96075,Paynes Creek,96075,40.343213,-121.815412
Pearblossom — 93553,Pearblossom,93553,34.445239,-117.894868
Pebble Beach — 93953,Pebble Beach,93953,36.587497,-121.944815
Penn Valley — 95946,Penn Valley,95946,39.203817,-121.19584
Penngrove — 94951,Penngrove,94951,38.325599,-122.642352
Penryn — 95663,Penryn,95663,38.859093,-121.182872
Perris — 92570,Perris,92570,33.787298,-117.320676
Perris — 92571,Perris,92571,33.828289,-117.201666
Pescadero — 94060,Pescadero,94060,37.22565,-122.297533
Petaluma — 94952,Petaluma,94952,38.237018,-122.77872
Petaluma — 94954,Petaluma,94954,38.235021,-122.557332
Petrolia — 95558,Petrolia,95558,40.274302,-124.210902
Phelan — 92371,Phelan,92371,34.441123,-117.537886
Phillipsville — 95559,Phillipsville,95559,40.184094,-123.745487
Philo — 95466,Philo,95466,39.094102,-123.500853
Pico Rivera — 90660,Pico Rivera,90660,33.989524,-118.089299
Piercy — 95587,Piercy,95587,39.955587,-123.681175
Pilot Hill — 95664,Pilot Hill,95664,38.803731,-121.043799
Pine Grove — 95665,Pine Grove,95665,38.400264,-120.641274
